,time,low,high,open,close,volume
0,1628622000,3126.29,3141.0,3130.19,3133.37,1473.25960609
1,1628618400,3097.96,3133.7,3102.76,3130.22,7105.96459004
2,1628614800,3072.57,3105.17,3072.85,3102.79,9654.7217384
3,1628611200,3051.0,3132.39,3122.02,3072.95,20803.26727178
4,1628607600,3093.1,3149.5,3135.2,3122.78,13510.0667562
5,1628604000,3119.0,3171.41,3165.47,3134.85,11129.36139567
6,1628600400,3140.0,3235.1,3181.81,3165.06,25910.73869724
7,1628596800,3116.66,3185.41,3124.3,3181.81,7363.41662049
8,1628593200,3114.02,3154.68,3119.2,3124.21,4885.00040463
9,1628589600,3113.54,3153.32,3147.22,3119.19,5130.11783245
10,1628586000,3138.02,3174.09,3165.89,3147.22,7391.96334691
11,1628582400,3129.85,3166.0,3143.39,3165.23,5216.97212204
12,1628578800,3103.66,3149.14,3122.5,3143.89,3824.77791334
13,1628575200,3101.97,3128.86,3113.06,3122.85,3296.47503681
14,1628571600,3090.89,3137.76,3100.53,3113.06,5247.2008921
15,1628568000,3099.43,3128.95,3116.06,3100.54,6128.45134741
16,1628564400,3106.53,3148.0,3142.59,3116.25,7864.01620836
17,1628560800,3116.5,3145.54,3132.08,3142.58,5204.5133038
18,1628557200,3096.13,3140.0,3123.77,3132.0,9038.56081606
19,1628553600,3095.0,3200.0,3162.33,3123.29,26804.96933575
20,1628550000,3140.0,3180.0,3146.19,3162.34,11547.71276215
21,1628546400,3086.71,3150.0,3098.51,3145.78,11208.28721498
22,1628542800,3033.44,3111.23,3070.0,3098.51,25899.68903748
23,1628539200,3067.1,3165.19,3149.64,3069.99,31246.64898428
24,1628535600,3137.2,3181.86,3166.1,3148.1,11324.20006816
25,1628532000,3141.5,3190.0,3141.5,3166.09,15356.93923688
26,1628528400,3140.0,3172.68,3160.36,3141.51,9129.1192758
27,1628524800,3128.57,3176.76,3169.02,3160.36,15970.87719794
28,1628521200,3113.29,3174.0,3113.29,3169.65,16772.34746082
29,1628517600,3096.06,3155.0,3097.17,3113.3,19553.66479543
30,1628514000,3082.25,3153.22,3133.52,3098.03,14379.36443258
31,1628510400,3101.06,3141.22,3136.89,3133.4,9317.04930093
32,1628506800,3090.53,3144.0,3103.12,3135.69,14536.91215339
33,1628503200,3042.41,3109.59,3042.41,3102.62,12271.89744756
