,time,low,high,open,close,volume
0,1628622000,0.305142,0.306527,0.30623,0.305827,2176665
1,1628618400,0.302768,0.306736,0.302778,0.306119,13959329
2,1628614800,0.299134,0.303204,0.299134,0.30284,4937020
3,1628611200,0.298,0.304804,0.30285,0.299242,13357370
4,1628607600,0.300714,0.307605,0.306381,0.302836,7151677
5,1628604000,0.305015,0.309738,0.3094,0.306366,8745543
6,1628600400,0.306265,0.313314,0.31208,0.309471,7225464
7,1628596800,0.303908,0.313218,0.305734,0.312114,13330618
8,1628593200,0.299968,0.30635,0.300726,0.30586,6319643
9,1628589600,0.299658,0.305,0.30368,0.300745,5501818
10,1628586000,0.302388,0.304998,0.304498,0.303767,1029624
11,1628582400,0.301124,0.30471,0.301672,0.304499,1803193
12,1628578800,0.297723,0.302195,0.3003,0.301779,980518
13,1628575200,0.297994,0.300814,0.299855,0.300477,1140488
14,1628571600,0.296851,0.300984,0.297445,0.299829,1241010
15,1628568000,0.297415,0.300041,0.299134,0.297542,2144474
16,1628564400,0.298333,0.302328,0.302048,0.299134,2454042
17,1628560800,0.297471,0.302077,0.299322,0.302049,3046352
18,1628557200,0.295749,0.29935,0.298157,0.299221,3935913
19,1628553600,0.295301,0.300905,0.298499,0.298406,5311740
20,1628550000,0.297721,0.301164,0.300125,0.298499,5625897
21,1628546400,0.296643,0.300907,0.297636,0.300229,6703331
22,1628542800,0.29367,0.299317,0.295775,0.29767,5791118
23,1628539200,0.295454,0.302652,0.300454,0.29572,7596858
24,1628535600,0.298852,0.304,0.303248,0.300404,4727881
25,1628532000,0.302375,0.30586,0.302599,0.303227,5467545
26,1628528400,0.302078,0.30497,0.303144,0.302576,4170239
27,1628524800,0.301489,0.305525,0.304305,0.303145,3647272
28,1628521200,0.300522,0.3056,0.300574,0.304333,7025187
29,1628517600,0.297849,0.303104,0.29798,0.300699,4150040
30,1628514000,0.29672,0.304043,0.300739,0.297919,4547324
31,1628510400,0.298512,0.302729,0.302143,0.300697,4629905
32,1628506800,0.298707,0.302437,0.299587,0.302143,5313291
33,1628503200,0.295801,0.299621,0.296363,0.299621,6574009
34,1628499600,0.292,0.296922,0.292322,0.296442,3281723
35,1628496000,0.290956,0.29322,0.291568,0.292245,5200704
36,1628492400,0.286884,0.291601,0.287021,0.291601,5314302
37,1628488800,0.283944,0.288298,0.286771,0.287021,5007735
38,1628485200,0.285768,0.28885,0.28809,0.28657,2396313
39,1628481600,0.282615,0.292106,0.28631,0.288169,5284828
40,1628478000,0.282983,0.286621,0.285377,0.286309,2762183
41,1628474400,0.281752,0.285818,0.282791,0.285423,3110248
42,1628470800,0.28,0.284194,0.28179,0.282795,4479164
43,1628467200,0.281275,0.288913,0.287263,0.281644,4682827
44,1628463600,0.2869,0.292407,0.29024,0.287263,3297154
45,1628460000,0.289649,0.292196,0.290959,0.290414,3977228
46,1628456400,0.28605,0.290959,0.289141,0.290958,3588748
47,1628452800,0.285699,0.291299,0.288108,0.289101,4370158
48,1628449200,0.286019,0.290319,0.287415,0.28809,6660744
49,1628445600,0.286507,0.291472,0.290648,0.28747,4655132
50,1628442000,0.289101,0.293386,0.292264,0.290648,5952022
51,1628438400,0.291738,0.296692,0.294426,0.292229,5208760
52,1628434800,0.294,0.296252,0.294015,0.294493,7944906
53,1628431200,0.293442,0.30151,0.300679,0.294014,6857061
54,1628427600,0.299598,0.303827,0.302401,0.300598,1851085
55,1628424000,0.298708,0.303204,0.2992,0.302339,2067936
56,1628420400,0.298455,0.300993,0.299379,0.299311,3233675
57,1628416800,0.297485,0.30305,0.30204,0.299496,5045429
58,1628413200,0.30026,0.304112,0.301147,0.302027,2377044
59,1628409600,0.300872,0.306881,0.305202,0.301299,2443690
60,1628406000,0.3044,0.30936,0.30767,0.305001,2460792
61,1628402400,0.305394,0.309565,0.305926,0.307474,5095075
62,1628398800,0.301754,0.306434,0.304222,0.306,3817501
63,1628395200,0.302501,0.306635,0.305697,0.304222,2951826
64,1628391600,0.300491,0.306127,0.300691,0.305697,3743405
65,1628388000,0.29864,0.302839,0.302032,0.30087,4057533
66,1628384400,0.299664,0.309591,0.309162,0.302098,9141539
67,1628380800,0.30497,0.3135,0.307673,0.309323,9908355
68,1628377200,0.303592,0.30802,0.303593,0.307664,4804353
69,1628373600,0.3027,0.30735,0.303328,0.303592,5855133
70,1628370000,0.30205,0.31184,0.304318,0.303148,9706786
71,1628366400,0.30136,0.305482,0.304129,0.304257,3655015
72,1628362800,0.299881,0.30516,0.300389,0.304342,4352565
73,1628359200,0.2955,0.300884,0.298966,0.300464,2778817
74,1628355600,0.295026,0.304398,0.304304,0.298943,7386737
75,1628352000,0.292421,0.304893,0.303663,0.304311,10980964
76,1628348400,0.295744,0.310425,0.297409,0.303664,21354978
77,1628344800,0.290922,0.29826,0.291065,0.297531,4645135
78,1628341200,0.290725,0.295335,0.293125,0.29107,8061059
79,1628337600,0.291901,0.302383,0.299171,0.293237,7639828
80,1628334000,0.295711,0.299686,0.299667,0.299165,4537157
81,1628330400,0.29672,0.300002,0.298269,0.299636,8351604
82,1628326800,0.293502,0.3,0.294573,0.298174,10743385
83,1628323200,0.292128,0.294719,0.292929,0.29456,3334946
84,1628319600,0.290116,0.293643,0.2913,0.292857,3167015
85,1628316000,0.290138,0.294541,0.2944,0.291337,3516540
86,1628312400,0.290921,0.294489,0.291746,0.294333,3840229
87,1628308800,0.291632,0.295325,0.292046,0.291632,8962519
88,1628305200,0.289381,0.292184,0.291819,0.291766,4877408
89,1628301600,0.287324,0.292,0.287361,0.291838,5216797
90,1628298000,0.284701,0.288067,0.28712,0.287384,5219662
91,1628294400,0.281861,0.287434,0.285364,0.287149,8683796
92,1628290800,0.282907,0.28557,0.285193,0.285246,3803287
93,1628287200,0.281274,0.2853,0.281274,0.285298,4340345
94,1628283600,0.280665,0.285,0.284454,0.281362,3291107
95,1628280000,0.282874,0.286242,0.285245,0.284443,4073912
96,1628276400,0.284166,0.28631,0.284166,0.285308,3513526
97,1628272800,0.283895,0.2863,0.285596,0.284188,6168274
98,1628269200,0.282113,0.285928,0.282113,0.285683,5274121
99,1628265600,0.281176,0.284683,0.28187,0.282113,11473400
100,1628262000,0.277283,0.281992,0.27791,0.281762,4419279
101,1628258400,0.277212,0.280383,0.278635,0.2779,17789711
102,1628254800,0.277026,0.280028,0.277294,0.278592,4337319
103,1628251200,0.274614,0.278765,0.275845,0.277315,5629313
104,1628247600,0.274797,0.27698,0.275519,0.276005,8399777
105,1628244000,0.27443,0.277002,0.275364,0.275928,7365004
106,1628240400,0.275284,0.27742,0.276549,0.275394,1751162
107,1628236800,0.275042,0.277021,0.2764,0.276655,4921049
108,1628233200,0.276384,0.279089,0.278911,0.276401,2882161
109,1628229600,0.275996,0.27919,0.276348,0.279074,5673192
110,1628226000,0.274742,0.2766,0.275123,0.276348,4316924
111,1628222400,0.274628,0.277435,0.27581,0.275094,4177793
112,1628218800,0.27536,0.278182,0.275829,0.275831,2574905
113,1628215200,0.27564,0.278785,0.278717,0.275976,4292160
114,1628211600,0.276483,0.279943,0.277442,0.278717,5534290
115,1628208000,0.276,0.282581,0.280404,0.277357,8361630
116,1628204400,0.280245,0.282921,0.281868,0.280404,12391898
117,1628200800,0.2805,0.282689,0.2815,0.281853,11313661
118,1628197200,0.279176,0.28166,0.27922,0.28159,5203495
119,1628193600,0.276968,0.279583,0.276968,0.279159,2427260
120,1628190000,0.276633,0.280805,0.278241,0.276968,7834208
121,1628186400,0.275909,0.279164,0.277803,0.278335,6231124
122,1628182800,0.276126,0.278168,0.276958,0.277803,6884973
123,1628179200,0.274013,0.27775,0.274891,0.277068,12453180
124,1628175600,0.273248,0.278171,0.277311,0.275074,9662646
125,1628172000,0.270235,0.27735,0.271576,0.277262,8362727
126,1628168400,0.268026,0.272229,0.270833,0.271759,3319296
127,1628164800,0.265346,0.27243,0.270291,0.270976,6727768
128,1628161200,0.269801,0.273449,0.271264,0.270383,2568823
129,1628157600,0.269721,0.272733,0.270153,0.271264,2542664
130,1628154000,0.2692,0.272895,0.271784,0.270346,6954270
131,1628150400,0.27121,0.274568,0.273316,0.271803,3863357
